STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/28/03,,,,,,0.51,0,0,,76,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/28/03,,,,,,0,0,0,,77,57,74,,,,,,,,,,1,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/28/03,15.43,,1205,,1247,0,0,0,66,77,54,,0,200,160,0,,28,33.1,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,3/29/03,,,,,,0.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,3/29/03,11.41,,1507,,1451,0.55,,,43,52,34,,,280,290,,,17.9,23,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/29/03,,,,,,0.13,0,0,,41,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/29/03,,,,,,0.63,0,0,,74,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/29/03,12.53,,1539,,1538,0.51,0,0,45,54,36,,0,280,270,0,,17.9,23,1,,,,,,,,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,3/30/03,,,,,,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,3/30/03,10.29,,1510,,1659,0,,,31,35,27,,,310,310,,,17,21.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/30/03,,,,,,0,0,0,,34,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/30/03,,,,,,0,0,0,,40,28,32,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/30/03,9.62,,1717,,1537,0,0,0,33,37,29,,,320,360,0,,17,21,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,3/31/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,3/31/03,10.74,,1449,,1432,0,,,35,47,22,,,310,310,,,23,31.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/31/03,,,,,,0,0,0,,38,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/31/03,,,,,,0,0,0,,46,26,46,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/31/03,10.29,,1431,,1415,0,0,0,37,47,26,,,280,280,0,,23,31.1,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/1/03,,,,,,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/1/03,14.76,,1110,,1122,0.05,,,58,73,42,,,230,240,,,29.1,34.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/1/03,,,,,,0,0,0,,48,29,48,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/1/03,,,,,,0.07,0,0,,73,37,73,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/1/03,15.88,,,,,0.08,0,0,,73,41,,,,,0,,,,,,,,,,,,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/2/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/2/03,12.53,,1619,,1618,0,,,62,73,51,,,190,200,,,25.1,32,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/2/03,,,,,,0,0,0,,72,48,54,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/2/03,,,,,,0,0,0,,75,51,74,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/2/03,13.42,,1332,,1331,0,0,0,63,74,52,,,220,210,0,,25.9,31.1,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/3/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/3/03,11.63,,1615,,1456,0,,,64,75,53,,,210,230,,,21,25.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/3/03,,,,,,0,0,0,,74,52,56,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/3/03,,,,,,0,0,0,,76,55,74,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/3/03,13.42,,1642,,1450,0,0,0,66,75,56,,,210,220,0,,21.9,28,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/4/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/4/03,12.3,,2358,,1544,0.07,,,62,71,52,,,330,220,,,25.1,32,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/4/03,,,,,,0,0,0,,74,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/4/03,,,,,,0,0,0,,75,61,70,,,,,,,,,,1,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/4/03,13.2,,1750,,1750,0.01,0,0,63,71,55,,,320,310,0,,23.9,30,,,,,,,,,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/5/03,,,,,,0.68,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/5/03,15.21,,807,,837,0.66,,,44,56,31,,,280,270,,,29.1,33.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/5/03,,,,,,0.74,0,0,,71,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/5/03,,,,,,0.74,0,0,,71,34,34,,,,,,,,,,1,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/5/03,15.66,,545,,1534,0.59,0,0,49,65,33,,,270,270,0,,31.1,34.9,1,,1,,,,,,,,1,,,1,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/6/03,,,,,,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/6/03,11.63,,1619,,2009,0,,,35,42,27,,,70,70,,,21,25.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/6/03,,,,,,0,0,0,,46,28,33,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/6/03,,,,,,0,0,0,,42,29,42,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/6/03,10.07,,1603,,1603,0,0,0,36,42,30,,0,40,40,0,,21,25.1,,,,,,,,,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/7/03,,,,,,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/7/03,8.95,,505,,505,0.67,,,44,50,37,,,110,110,,,21,25.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/7/03,,,,,,0.26,0,0,,47,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/7/03,,,,,,0.64,0,0,,50,37,49,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/7/03,8.5,,939,,520,0.63,0,0,45,51,38,,,110,90,0,,17.9,25.1,1,,,,,,,,,,1,1,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/8/03,,,,,,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/8/03,10.29,,1920,,2321,0,,,40,46,34,,,10,10,,,21.9,25.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/8/03,,,,,,0.56,0,0,,45,39,43,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/8/03,,,,,,0,0,0,,50,36,44,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/8/03,10.29,,1929,,2240,0,0,0,43,48,37,,,20,360,0,,19.9,23.9,1,,,,,,,,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/9/03,,,,,,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/9/03,14.76,,1650,,1434,0,,,37,42,32,,,10,10,,,21,25.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/9/03,,,,,,0,0,0,,49,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/9/03,,,,,,0,0,0,,44,33,42,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/9/03,14.09,,1228,,1739,0,0,0,39,44,34,,,30,20,0,,21,25.1,1,1,,,,,,1,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/10/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/10/03,12.75,,1719,,1718,0,,,45,59,31,,,10,10,,,21.9,25.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/10/03,,,,,,0,0,0,,49,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/10/03,,,,,,0,0,0,,60,33,58,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/10/03,11.41,,1338,,1527,0,0,0,47,59,35,,0,20,40,0,,21.9,25.9,1,,,,,,,,,,1,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/11/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/11/03,7.83,,1549,,1548,0,,,47,63,30,,,360,360,,,17,21,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/11/03,,,,,,0,0,0,,57,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/11/03,,,,,,0,0,0,,63,30,62,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/11/03,6.71,,1526,,1630,0,0,0,49,63,35,,,320,300,0,,16.1,17.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/12/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/12/03,9.84,,1529,,1529,0,,,49,62,36,,,10,360,,,21,23.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/12/03,,,,,,0,0,0,,63,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/12/03,,,,,,0,0,0,,63,33,60,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/12/03,8.95,,1805,,1521,0,0,0,51,63,38,,,350,320,0,,17.9,25.1,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/13/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/13/03,4.7,,2133,,1614,0,,,46,61,31,,,20,360,,,8.9,13,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/13/03,,,,,,0,0,0,,64,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/13/03,,,,,,0,0,0,,62,31,61,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/13/03,3.8,,1417,,1453,0,0,0,48,62,33,,,50,350,0,,8.9,12.1,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/14/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/14/03,6.93,,1657,,1656,0,,,57,75,38,,,200,200,,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/14/03,,,,,,0,0,0,,63,34,38,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/14/03,,,,,,0,0,0,,76,35,76,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/14/03,6.93,,1550,,1712,0,0,0,60,76,44,,0,180,210,0,,17.9,21,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/15/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/15/03,12.3,,1352,,1309,0,,,64,81,47,,,210,220,,,30,40,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/15/03,,,,,,0,0,0,,76,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/15/03,,,,,,0,0,0,,82,46,82,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/15/03,11.41,,1347,,1346,0,0,0,66,82,49,,0,230,240,0,,31.1,36.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/16/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/16/03,9.17,,1401,,1400,0,,,66,79,52,,,220,220,,,21,25.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/16/03,,,,,,0,0,0,,80,34,55,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/16/03,,,,,,0,0,0,,82,55,79,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/16/03,8.72,,1443,,1439,0,0,0,68,80,56,,0,220,250,0,,23,25.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/17/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/17/03,7.83,,1629,,1759,0.1,,,60,73,47,,,270,210,,,21,25.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/17/03,,,,,,0,0,0,,79,34,54,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/17/03,,,,,,0,0,0,,80,50,76,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/17/03,8.05,,1700,,1700,0,0,0,65,76,54,,0,240,250,0,,28,31.1,,,,,,,,,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/18/03,,,,,,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/18/03,10.07,,431,,806,0.03,,,60,65,54,,,150,130,,,17.9,23,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/18/03,,,,,,0.11,0,0,,76,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/18/03,,,,,,0,0,0,,76,55,64,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/18/03,11.18,,423,,419,0.02,0,0,60,66,54,,0,140,130,0,,21,25.1,1,,,,,,,,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/19/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/19/03,8.05,,1634,,1619,0,,,62,76,47,,,170,160,,,16.1,21,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/19/03,,,,,,0,0,0,,65,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/19/03,,,,,,0,0,0,,77,49,77,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/19/03,8.05,,1418,,1418,0,0,0,63,77,49,,0,130,140,0,,17,21,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/20/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/20/03,11.41,,1900,,1900,0.39,,,66,75,57,,,250,240,,,28,40.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/20/03,,,,,,0,0,0,,76,51,57,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/20/03,,,,,,0,0,0,,78,60,75,,,,,,,,,,1,,1,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/20/03,12.08,,1917,,1915,0.54,0,0,67,76,57,,0,260,270,0,,36,40,1,,1,,,,,,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/21/03,,,,,,0.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/21/03,10.29,,1446,,1446,0.01,,,54,60,48,,,240,240,,,21,25.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/21/03,,,,,,0.8,0,0,,76,51,56,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/21/03,,,,,,0.71,0,0,,65,44,59,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/21/03,12.53,,1526,,1525,0.02,0,0,56,62,49,,,270,270,0,,23.9,30,,,1,,,,,,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/22/03,,,,,,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/22/03,10.29,,841,,1705,0,,,44,49,39,,,300,280,,,21,23.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/22/03,,,,,,0,0,0,,62,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/22/03,,,,,,0.02,0,0,,59,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/22/03,11.41,,915,,142,0.01,0,0,45,50,40,,0,270,300,0,,17.9,23,,,,,,,,,,,,1,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/23/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/23/03,6.93,,1312,,1222,0,,,44,57,30,,,360,360,,,14.1,17.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/23/03,,,,,,0,0,0,,47,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/23/03,,,,,,0,0,0,,57,34,56,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,4/23/03,6.71,,1401,,1448,0,0,0,47,57,36,,,330,320,0,,15,17.9,1,,,,,,,,,,1,,,,,,,1,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,4/24/03,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,4/24/03,6.26,,1238,,1123,0,,,46,59,32,,,110,140,,,14.1,17,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,4/24/03,,,,,,0,0,0,,59,32,39,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,4/24/03,,,,,,0,0,0,,61,30,59,,,,,,,,,,,,,,,,,,,,,,,,,,
