STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/8/11,7.61,,1502,,1501,0,0,0,,94,68,,,220,210,,,17.9,23,,,,,,,,1,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/9/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/9/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/9/11,5.82,,,,1403,0,,,,88,70,,,310,300,,,17,23,,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/9/11,,,,,,0,0,0,,94,73,85,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/9/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/9/11,,,,,,0,,,,88,73,74,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/9/11,6.04,,644,,643,0,0,0,,90,71,,,340,340,,,16.1,21,,,,,,,,1,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/10/11,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/10/11,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/10/11,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/10/11,6.49,,,,809,0.49,,,,84,64,,,310,250,,,23.9,35.1,1,,1,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/10/11,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/10/11,,,,,,0.53,0,0,,85,65,84,,,,,,,,,,1,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/10/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/10/11,,,,,,0.79,,,,86,65,69,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/10/11,8.05,,1939,,1938,1.01,0,0,,85,67,,,240,240,,,40.9,51.9,1,,1,,,,,1,,1,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/11/11,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/11/11,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/11/11,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/11/11,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/11/11,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/11/11,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/11/11,5.82,,,,204,0.07,,,,83,66,,,350,340,,,18.1,23.9,1,,1,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/11/11,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/11/11,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/11/11,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/11/11,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/11/11,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/11/11,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/11/11,,3,,1.8,,,,,,93,65,68,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/11/11,,,,,,1.52,0,0,,85,65,82,,,,,,,,,,1,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/11/11,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/11/11,,,,,,0.1,,,,84,67,71,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/11/11,6.26,,1918,,1654,0.13,0,0,,84,67,,,280,180,,,13,230,1,,1,,,,,1,,,1,,,1,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/12/11,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/12/11,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/12/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/12/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/12/11,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/12/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/12/11,8.95,,,,1536,0.02,,,,72,56,,,320,310,,,17,21,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/12/11,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/12/11,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/12/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/12/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/12/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/12/11,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/12/11,,,,,,0,,,,83,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/12/11,,,,,,0,0,0,,83,63,70,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/12/11,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/12/11,,,,,,0,,,,72,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/12/11,9.17,,1415,,1414,0,0,0,,75,58,,,330,340,,,17,23,,,,,,,,1,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/13/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/13/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/13/11,4.25,,,,1731,0.02,,,,74,53,,,300,350,,,13,17,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/13/11,,,,,,0,,,,78,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/13/11,,,,,,0,0,0,,73,54,71,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/13/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/13/11,,,,,,0,,,,75,53,59,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/13/11,4.92,,1700,,1616,0,0,0,,75,56,,,330,330,,,13,21,,,,,,,,,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/14/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/14/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/14/11,6.49,,,,1841,0.01,,,,73,53,,,350,360,,,14.1,17,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/14/11,,,,,,0,,,,78,55,67,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/14/11,,,,,,0,0,0,,74,52,72,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/14/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/14/11,,,,,,0,,,,75,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/14/11,5.59,,1309,,1609,0,0,0,,75,59,,,360,10,,,15,17.9,,,,,,,,,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/15/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/15/11,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/15/11,8.5,,,,1420,0.01,,,,72,52,,,100,90,,,21,28,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/15/11,,,,,,0,,,,78,53,63,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/15/11,,,,,,0.01,0,0,,73,55,70,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/15/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/15/11,,,,,,0,,,,72,52,68,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/15/11,8.5,,1438,,1443,0,0,0,,73,55,,,90,80,,,23.9,33.1,,,,,,,,,,,,,,1,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/16/11,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/16/11,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/16/11,6.71,,,,1317,0.01,,,,78,62,,,310,300,,,19.9,28,1,,1,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/16/11,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/16/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/16/11,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/16/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/16/11,,,,,,0.37,0,0,,77,63,67,,,,,,,,,,1,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/16/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/16/11,,,,,,0.49,,,,78,63,66,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/16/11,6.49,,1329,,1327,0.49,0,0,,81,63,,,240,240,,,21.9,28,1,,1,,,,,1,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/17/11,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/17/11,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/17/11,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/17/11,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/17/11,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
